month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202007,36460,"monroeville, al",,161635,0.0634,0.1221,45,-0.1176,-0.1509,111.5,-0.108,-0.0219,8,1,0,0,,,8,1,0,1,,,71.22507123,0.0565,0.016,2368,0.0384,0.0938,171860,0.0908,0.0611,46,-0.098,-0.1321,0.0222,0.0222,0.0222
202007,49437,"montague, mi",*,312000,-0.0518,0.1044,29,0,,94.5,0.1739,0.1887,4,-0.5,-0.6667,0,,,12,2,0.5,16,0,,196.7964523,0.1069,-0.018,1878,-0.0901,0.0399,630996,-0.0365,0.0887,45,0,0.125,0.5517,0,0.5517
202007,43232,"columbus, oh",*,137000,0.0186,0.2744,14,-0.1765,,21,0,0.0244,24,0,-0.25,0,,,4,,-0.75,55,0.1702,0.5714,104.0776353,-0.0183,0.2998,1306.5,-0.0326,0.176,134031,0.0352,0.3056,69,0.0781,0,3.9286,1.1639,2.8992
202007,48632,"lake, mi",*,174950,0.2682,,35,-0.2391,,80,-0.2558,,8,0,-0.6667,0,,,8,0,-0.6,24,0.6,23,119.8564839,0.0896,0.3512,1360,-0.0066,0.0897,179911,0.0986,0.1211,59,-0.0328,-0.4434,0.6857,0.3596,0.6762
202007,73110,"oklahoma city, ok",*,144550,0.1606,,20,-0.1304,,71.5,0.0752,,16,0,-0.5556,0,,,4,0,-0.8,1,,,97.36213558,-0.0034,0.1962,1400,0.0558,0.0119,150373,0.094,0.2267,21,-0.087,-0.5,0.05,0.05,0.05
202007,67550,"larned, ks",*,68750,-0.09,-0.1106,42,-0.1064,,174.5,0.0706,0.0356,0,,-1,0,,,4,-0.5,0,12,0.5,1,56.42361111,0,0.07,1505,-0.0183,-0.029,89565,-0.0211,-0.0337,54,-0.0182,-0.1429,0.2857,0.1155,0.1805
202007,65737,"reeds spring, mo",*,275000,0.0458,0.1557,78,-0.1429,,126,-0.2759,,20,-0.1667,-0.5833,0,,,20,0.25,0,55,0.1224,1.2,122.1882641,-0.0213,-0.0213,2248.5,-0.0287,0.1212,394725,0.175,0.1842,133,-0.05,-0.2772,0.7051,0.1667,0.5479
202007,95410,"albion, ca",*,1072050,0.1143,,13,0,-0.5938,62.5,-0.5283,-0.6988,4,0,,0,,,0,,-1,5,,0.25,364.5833333,0.0311,-0.0028,2209,0.5779,1.0341,1202057,0.0987,0.4037,18,0.3846,-0.5,0.3846,0.3846,0.2596
202007,55070,"saint francis, mn",,247500,-0.0292,-0.0765,14,-0.125,-0.44,49,0,0.3803,12,0.5,-0.4,0,-1,,4,,-0.5,21,-0.1923,0,134.6958825,-0.11,-0.0277,1693.5,0.0594,-0.091,262517,-0.0205,-0.1187,35,-0.1667,-0.2391,1.5,-0.125,0.66
202007,77505,"pasadena, tx",,295050,0.0263,0.139,37,0.0278,-0.075,45,-0.2174,0.2676,24,0.5,0,0,,,12,0,-0.625,33,-0.175,0.1786,115.6320128,0.0299,0.0056,2551,-0.002,0.0923,309385,-0.0009,0.1271,70,-0.0789,0.0294,0.8919,-0.2192,0.1919
202007,62902,"carbondale, il",*,192525,-0.0129,0.1161,59,-0.1194,1.2692,248.5,0.2034,,4,-0.5,0,0,,,4,-0.5,0,26,0.5294,3.3333,83.33333333,-0.0019,0.1029,2580,0.075,0.0505,237440,0.0579,0.0824,85,0.0119,1.6563,0.4407,0.1869,0.2099
202007,73116,"oklahoma city, ok",,817050,0.0543,0.0915,84,0.0244,-0.0562,79.5,-0.0592,-0.0536,20,-0.1667,0,0,,,32,1.6667,0,0,,,250,0.0154,0.0825,3326.5,0.0002,0.1206,937189,0.054,-0.0573,84,0.0244,-0.0562,0,0,0
202007,70726,"denham springs, la",*,232550,0.0247,0.1076,246,-0.0081,,57.5,-0.1016,-0.1481,84,-0.2222,-0.2222,16,,3,72,0.125,-0.28,230,-0.0295,37.3333,122.5490196,-0.0009,0.0643,1908.5,0.0061,0.0375,255938,-0.0015,0.0516,476,-0.0186,0.2935,0.935,-0.0207,0.9184
202007,95658,"newcastle, ca",,912050,-0.0564,-0.0246,15,0,-0.4,38,-0.1059,-0.2762,8,1,0,0,,,8,0,0,14,0.1667,0.5556,373.6037276,0.0935,0.1189,2722,-0.0203,-0.1673,1114782,-0.0252,-0.065,29,0.0741,-0.1471,0.9333,0.1333,0.5733
202007,30017,"grayson, ga",*,373000,0.0434,,98,-0.1171,,41.5,-0.2019,,64,-0.1579,-0.3043,0,,-1,20,-0.4444,-0.8,144,-0.0588,0.125,107.6496143,0.0456,0.037,2822,-0.0136,-0.0222,474927,0.1071,0.3513,242,-0.0833,-0.3221,1.4694,0.091,0.9104
202007,91367,"woodland hills, ca",,874050,-0.0289,0.0282,100,-0.0654,-0.2701,49,-0.0101,0.225,52,-0.2353,-0.1333,0,,,20,-0.2857,-0.5455,107,0.3718,0.4861,431.8460683,-0.0016,0.0264,1948.5,-0.0411,-0.025,910668,-0.0375,-0.0253,207,0.1189,-0.0096,1.07,0.341,0.5445
202007,84044,"magna, ut",,325050,0.0487,0.0761,21,-0.16,-0.4615,25.5,1.6842,0.0625,24,-0.4,-0.25,0,-1,-1,4,0,-0.8,80,0.0127,0.4035,143.8310502,-0.0751,0.0376,2227,0.1755,0.0478,323240,0.0513,0.0669,101,-0.0288,0.0521,3.8095,0.6495,2.348
202007,10533,"irvington, ny",*,1499050,0.0538,0.1944,90,0.0112,,105.5,0.3613,0.3025,24,0.2,1,0,,,8,1,0,22,0,21,409.5778198,0.016,0.0577,3129,0.0643,0.0937,1505221,0.0493,0.0275,112,0.009,0.3333,0.2444,-0.0027,0.2324
202007,30909,"augusta, ga",,253255,0.0399,0.1641,83,-0.0778,-0.2845,63.5,-0.073,0.2959,36,-0.1818,-0.4,4,-0.5,,16,0.3333,-0.3333,145,0.0284,0.0284,111.4196324,0.0051,0.0804,2239.5,-0.0071,0.0754,308699,0.0311,0.2312,228,-0.013,-0.1128,1.747,0.1803,0.5315
202007,30265,"newnan, ga",*,336185,0.0172,,188,0.0053,,47,-0.1826,,92,0.0455,-0.08,0,-1,-1,56,0.0769,-0.5,161,0.0063,-0.0123,117.2494598,0.0245,0.0433,2604,-0.0264,-0.0305,433230,0.0212,0.1348,349,0.0058,-0.1671,0.8564,0.0008,0.2197
202007,13617,"canton, ny",*,145050,-0.0268,,24,-0.2727,,164.5,0.2703,,4,-0.5,-0.6667,0,,,4,,-0.5,24,0.8462,,80.2704708,-0.0937,-0.167,1642,-0.0604,-0.0988,155322,-0.0948,-0.1439,48,0.0435,0.2973,1,0.6061,1
202007,32409,"panama city, fl",*,346325.5,-0.0106,0.0065,67,-0.0946,,98,-0.0968,0.8667,12,-0.4,-0.25,16,,,44,0.375,1.75,8,0.3333,,142.1984029,0.0061,-0.0874,2306,-0.0086,0.0819,340510,-0.0364,-0.0377,75,-0.0625,0.4706,0.1194,0.0383,0.1194
202007,15931,"ebensburg, pa",,157500,-0.0125,-0.1863,15,-0.0625,-0.4,137,-0.0352,0.176,4,0,,0,,,4,0,-0.5,2,1,1,58.28402367,0,-0.0724,1379,-0.0581,-0.0529,208654,0.0501,-0.0172,17,0,-0.3462,0.1333,0.0708,0.0933
202007,70121,"new orleans, la",,269500,-0.0342,0.1369,22,-0.1538,-0.2903,62.5,0.1682,0.087,8,0,0,0,,,4,-0.5,-0.5,22,0,0.375,180.3732925,-0.0825,0.0459,1490.5,0.0139,0.0919,292955,-0.0673,0.1064,44,-0.0833,-0.0638,1,0.1538,0.4839
202007,61415,"avon, il",*,175050,0,-0.1646,13,0,-0.1333,153.5,0.1585,,0,,,0,,,0,,,3,0.5,-0.5,77.44267713,0,-0.218,2272,0.0327,0.5604,202214,-0.0023,-0.1111,16,0.0667,-0.2381,0.2308,0.0769,-0.1692
202007,33050,"marathon, fl",,554050,-0.0081,-0.0991,236,-0.0367,-0.1094,140.5,0.1195,0.0766,40,-0.3333,0.6667,0,-1,,40,-0.2308,0,80,0.1268,0.8605,446.3786765,-0.0139,-0.0197,1308,0.0096,-0.0091,1162642,0.0818,0.1869,316,0,0.026,0.339,0.0492,0.1767
202007,6418,"derby, ct",,194050,-0.0737,-0.0162,33,-0.0294,-0.0294,36,-0.4146,-0.4286,16,0,1,0,,,4,,-0.5,0,,,154.33629,0.0481,0.1002,1247,-0.0864,-0.0858,226252,-0.0083,0.0599,33,-0.0294,-0.0294,0,0,0
202007,35214,"birmingham, al",*,95000,0.0674,0.117,22,-0.0435,,117.5,0.4242,,8,0,0,0,,,4,0,0,18,0.125,0.3846,61.56274665,-0.0468,-0.0458,1540,0.0095,0.1493,112294,0.0363,0.2591,40,0.0256,0,0.8182,0.1225,0.3367
202007,17764,"renovo, pa",*,95050,0.1521,0.1215,15,-0.1176,0,122.5,-0.0392,,0,-1,-1,0,,,4,,,3,0.5,2,68.79310345,0,-0.0032,1256,-0.0032,-0.0528,96276,-0.0454,-0.073,18,-0.0526,0.125,0.2,0.0824,0.1333
202007,60619,"chicago, il",,134950,-0.0361,0.0377,110,-0.0517,-0.1912,55.5,0.0571,0,56,-0.125,0.2727,0,,,32,-0.2,-0.2727,116,0.2473,0.16,88.88888889,-0.0225,0.053,1265,-0.0318,-0.0269,138988,-0.0153,0.0717,226,0.0813,-0.0424,1.0545,0.2528,0.3193
202007,97707,"bend, or",*,526550,-0.033,,95,-0.1441,,117.5,0.0981,,44,0.2222,0,4,0,,20,0.25,-0.6667,97,-0.0202,0.6167,268.3292365,0.0359,0.0274,2225,-0.0111,0.0303,561975,-0.0431,-0.058,192,-0.0857,-0.3018,1.0211,0.1292,0.742
202007,30014,"covington, ga",*,267050,0.0391,,230,-0.1844,,50.5,-0.0982,,88,-0.1538,-0.3333,4,0,0,56,0.0769,-0.2222,181,0.0523,0.1104,103.3045911,0.0344,0.0917,2118,0.0127,0.0274,300936,0.0326,0.0031,411,-0.0947,-0.2156,0.787,0.177,0.3354
202007,4614,"blue hill, me",*,389050,-0.0505,0.0822,29,0.1154,-0.3095,108,-0.191,,4,0,-0.6667,0,,,4,0,0,3,-0.25,0.5,204.3080219,0.0938,0.2422,2360,0.0261,-0.0264,798765,0.047,0.2325,32,0.0667,-0.2727,0.1034,-0.0504,0.0558
202007,49950,"mohawk, mi",,247000,-0.0312,-0.0465,16,0.4545,-0.36,37.5,-0.7899,-0.4863,4,0,0,0,,,0,,-1,2,0,0,153.0814161,-0.091,-0.0913,1505,-0.0851,0.1026,283365,-0.0261,-0.0613,18,0.3846,-0.3333,0.125,-0.0568,0.045
202007,62540,"kincaid, il",*,77500,0.0326,-0.1581,16,-0.0588,-0.0588,397,0.0803,,0,,,0,,,0,,-1,4,1,-0.2,61.74955595,-0.0276,-0.1528,1200,0,-0.0755,85801,-0.0752,-0.1715,20,0.0526,-0.0909,0.25,0.1324,-0.0441
202007,33634,"tampa, fl",*,237450,0.0437,,16,-0.2,-0.4667,60.5,0.6351,0.198,12,0,-0.4,0,,,8,1,0,42,-0.087,-0.2222,167.0268397,0.1121,0.1142,1588,0.0643,-0.1414,283306,0.1162,-0.1698,58,-0.1212,-0.3095,2.625,0.325,0.825
202007,53104,"bristol, wi",*,599050,0.0077,0.4978,17,0.4167,-0.6222,150.5,0.1445,,4,,-0.5,0,,,0,,-1,6,-0.25,-0.5,205.9834938,0.0283,0.1233,2244,-0.0075,0.0018,755164,0.0447,0.1236,23,0.15,-0.5965,0.3529,-0.3137,0.0863
202007,90025,"los angeles, ca",*,1175050,0.0226,,86,0.0886,,50,-0.2126,,32,-0.1111,0.3333,0,,,16,0.3333,0.3333,47,0.119,0.2368,688.9107233,0.007,-0.037,1637.5,-0.0043,-0.0088,1300922,0.0165,-0.0432,133,0.0992,0.622,0.5465,0.0149,-0.3171
202007,70461,"slidell, la",*,271900,0.0035,0.1096,176,-0.0737,,94,0.1605,0.3239,60,0.25,0.0714,0,,,24,-0.4,-0.4,177,0.0599,0.9239,120.01545,-0.0023,0.0056,2339.5,0.008,0.0658,315386,-0.0028,-0.027,353,-0.0112,0.3074,1.0057,0.1267,0.4888
202007,65459,"dixon, mo",*,136300,0,,29,0.0741,,83.5,-0.3477,,12,0.5,2,0,,,4,0,-0.6667,19,0.3571,0.4615,66.66666667,0.0093,-0.0833,1655,-0.0718,-0.0618,144655,-0.0328,-0.0914,48,0.1707,-0.2615,0.6552,0.1367,0.4052
202007,83647,"mountain home, id",*,291545,-0.0441,,22,-0.12,,53,-0.1092,,16,0.3333,-0.6364,0,,-1,8,1,-0.6,70,-0.2632,69,152.8332385,0.0169,0.1667,2025,-0.0229,0.1169,345985,-0.0578,0.2293,92,-0.2333,0.15,3.1818,-0.6182,3.1692
202007,80303,"boulder, co",,704450,-0.0876,0.0067,117,0.0935,-0.1583,38,0.2258,-0.1461,72,0.2,0.2,0,,,48,0.7143,0.3333,77,-0.0723,0.6739,441.2037037,-0.0314,0.0068,1519.5,-0.055,0.0253,978467,-0.0945,-0.1112,194,0.0211,0.0486,0.6581,-0.1176,0.3272
202007,92805,"anaheim, ca",*,616994,0.06,0.0638,45,-0.2241,,50,-0.2647,0.2346,40,0.4286,-0.0909,0,,,12,0,0,73,0.3036,0.46,387.611171,-0.0343,0.0141,1435,0.0459,-0.0433,631700,0.0472,0.061,118,0.0351,-0.0781,1.6222,0.6567,0.9812
202007,84020,"draper, ut",*,789050,0.1043,,115,-0.1844,,47.5,-0.05,,60,-0.25,-0.0625,12,-0.25,,28,0,-0.7308,204,-0.0512,0.3878,171.47313,0.0171,0.0505,4487.5,0.0243,0.0811,977878,0.0597,0.2428,319,-0.1039,-0.0807,1.7739,0.2491,1.0389
202007,54491,"white lake, wi",,144950,-0.0333,-0.0943,20,0,-0.4595,106,-0.4752,0.4228,0,-1,-1,0,,,4,,,7,-0.2222,0.1667,118.0674089,-0.0674,0.1553,1102,-0.0565,-0.117,164440,-0.0107,0.0607,27,-0.069,-0.3721,0.35,-0.1,0.1878
202007,56164,"pipestone, mn",,92500,-0.0268,-0.3831,28,-0.2222,0.037,123.5,0.3209,0.2732,4,-0.5,0,0,,,4,-0.5,,8,-0.2727,0,61.23635212,-0.0095,-0.2098,1757,0.0109,-0.1697,131681,0.0396,-0.2034,36,-0.234,0.0286,0.2857,-0.0198,-0.0106
202007,14617,"rochester, ny",*,162450,0.0156,,18,-0.0526,,6.5,-0.2778,,32,-0.2,-0.1111,0,,,8,1,-0.3333,2,-0.6,-0.3333,102.5753326,0.007,0.0355,1692,0.0283,0.2279,185568,0.0204,0.0675,20,-0.1667,-0.5455,0.1111,-0.152,0.0379
202007,20751,"deale, md",,499050,0.0204,-0.0009,17,0.2143,-0.3704,62.5,-0.1497,-0.6069,8,1,1,0,,,0,-1,-1,2,-0.5,-0.3333,208.549711,0.0694,0.0068,2036,-0.0745,-0.0432,524884,0.0945,-0.0187,19,0.0556,-0.3667,0.1176,-0.1681,0.0065
202007,63565,"unionville, mo",,129550,0.4228,0.036,50,-0.1071,-0.2063,159,0.0426,0.4722,4,-0.5,0,0,,,0,-1,,2,1,0,102.6948288,0.0635,-0.0177,1520.5,0.1954,0.1879,199794,0.0712,0.1053,52,-0.0877,-0.2,0.04,0.0221,0.0083
202007,79762,"odessa, tx",*,245000,0.0103,-0.105,138,0.0698,,60.5,0.0522,,52,0,0,0,,,36,-0.25,-0.1818,61,0.1091,0,130.0884609,-0.016,-0.0062,1940,0.0333,-0.0348,320076,0.0302,-0.1405,199,0.0815,0.4632,0.442,0.0157,-0.3713
202007,52556,"fairfield, ia",,143550,-0.0369,-0.1508,57,-0.1094,-0.2785,94,-0.354,-0.0157,16,1,-0.2,0,,,8,1,-0.3333,11,0.2222,-0.45,105.9018987,0.0057,-0.1109,1696,-0.0275,0.0098,211617,0.0175,-0.1177,68,-0.0685,-0.3131,0.193,0.0524,-0.0602
202007,97110,"cannon beach, or",*,579050,0.0176,,48,-0.1579,,146.5,0.2363,,8,0,0,0,,,12,2,-0.25,10,0.6667,,369.4444444,-0.0202,-0.0424,1750.5,-0.0835,0.0279,837756,-0.1305,-0.1552,58,-0.0794,-0.3556,0.2083,0.1031,0.2083
202007,59718,"bozeman, mt",*,537050,0.103,,145,-0.2677,,64.5,0.075,,60,-0.3478,-0.4231,4,-0.6667,,16,-0.6667,-0.7143,258,-0.019,0.3946,249.2395117,0.0251,0.0423,2223,0.0943,0.0672,775863,0.1478,0.1417,403,-0.1258,-0.0336,1.7793,0.451,0.9819
202007,87401,"farmington, nm",*,205750,0.029,-0.0167,195,0.0428,,66,-0.25,-0.1141,52,0.0833,0.1818,0,,,36,0.125,-0.4375,41,0.1081,,114.7318718,0.0152,0.008,1783.5,0.0048,-0.0201,241084,-0.0149,-0.0108,236,0.0536,0.0085,0.2103,0.0124,0.2103
202007,89506,"reno, nv",,350025,0.0073,0.0402,45,0,-0.5631,40.5,0.0385,-0.0122,52,0.1818,-0.1875,0,-1,,12,-0.4,-0.7692,135,0.063,0.3776,209.4709077,0.0043,0.0285,1722,-0.0017,0.0035,380329,0.0335,0.0914,180,0.0465,-0.1045,3,0.1778,2.0485
202007,11960,"remsenburg, ny",*,1972550,-0.0826,0.3194,70,0,,150,0.0274,0.0676,12,-0.25,0.5,0,,,8,,-0.5,17,0.7,16,532.9508727,0.0099,0.2578,3244,-0.017,0.1321,2385042,-0.0233,0.2776,87,0.0875,-0.044,0.2429,0.1,0.2317
202007,77065,"houston, tx",*,285500,0.158,,20,-0.1667,,41.5,0,,12,-0.4,-0.6667,0,,,8,1,-0.6667,46,-0.0417,0.0455,105.3693159,0.0507,0.0317,2807.5,0.0441,0.1262,294368,0.0679,0.0911,66,-0.0833,-0.3196,2.3,0.3,1.4698
202007,78045,"laredo, tx",,236300,0.0055,-0.0462,165,-0.0678,-0.1791,54,-0.3121,0.125,60,-0.1176,-0.25,0,,-1,32,0.3333,-0.1111,0,-1,,116.9950739,0.0031,0.0071,1949,-0.0097,-0.1098,256488,-0.0068,-0.0378,165,-0.073,-0.1791,0,-0.0056,0
202007,49643,"interlochen, mi",*,244950,0.0538,-0.0191,14,-0.125,,51,-0.5364,-0.1053,8,0,-0.5,0,,,0,-1,-1,18,0.3846,17,193.690143,-0.0008,0.3399,1290,-0.1113,-0.2127,311460,0.1365,0.1821,32,0.1034,-0.3725,1.2857,0.4732,1.2657
202007,29671,"pickens, sc",*,295800,-0.0207,,58,0.2609,-0.463,62.5,-0.3557,0.4706,20,0,-0.2857,0,,,8,0,-0.75,45,-0.1,-0.1667,0,,,0,,,345461,0.0097,0.3376,103,0.0729,-0.3642,0.7759,-0.3111,0.2759
202007,54540,"land o' lakes, wi",*,509050,0.343,,26,-0.1034,,100,-0.0868,,8,,,0,,,0,,-1,12,1,0.7143,210.1692557,0.051,0.1511,2375.5,0.1121,0.3227,695807,0.0591,0.1896,38,0.0857,-0.3214,0.4615,0.2546,0.3187
202007,6756,"goshen, ct",,645282.5,0.0449,0.3102,66,0.0645,-0.2143,64.5,-0.524,-0.2912,8,-0.5,1,0,,,4,0,-0.6667,0,,,269.7197074,0.1052,0.4685,2790.5,-0.0427,-0.0082,1070785,-0.0177,0.1912,66,0.0645,-0.2143,0,0,0
202007,25177,"saint albans, wv",*,125050,0,,67,0.0308,,68.5,-0.2171,,24,0.5,-0.4545,0,,,8,-0.3333,-0.6667,63,0.1667,0.6154,67.01368382,0.0752,-0.0944,1550,-0.019,0.0333,162151,0.0463,-0.0173,130,0.0924,-0.1558,0.9403,0.1095,0.6012
202007,58523,"beulah, nd",*,144050,-0.0523,-0.1841,36,0,,80.5,-0.0417,0.0255,4,-0.5,-0.5,0,,,8,-0.3333,0,7,0.1667,,73.9084507,-0.0373,-0.0457,2016,0.01,-0.0178,169666,-0.0153,-0.2568,43,0.0238,-0.1569,0.1944,0.0278,0.1944
202007,81401,"montrose, co",,352050,0.006,0.1266,120,-0.0244,-0.1367,77.5,0.0333,0.422,44,0.2222,0.1,0,,,24,0,-0.4,52,0.3,-0.2571,186.5284931,0.0076,0.096,1838,-0.0145,-0.0024,474786,0.039,0.1338,172,0.0552,-0.177,0.4333,0.1081,-0.0703
202007,86429,"bullhead city, az",*,372500,0.0069,,50,-0.0566,,70,-0.0909,,16,-0.2,-0.2,0,-1,,4,0,-0.5,56,0.1429,0.4359,201.5909705,0.0162,0.0873,1961,-0.0031,-0.019,488915,0.0361,0.0933,106,0.0392,-0.2429,1.12,0.1955,0.7339
202007,33426,"boynton beach, fl",,227000,-0.0504,-0.0022,76,-0.2549,-0.2549,59.5,-0.3081,0.0171,44,0,-0.0833,0,,,20,0,-0.4444,109,0.2529,0.1122,162.0962856,0.0243,0.028,1425.5,-0.0018,-0.0018,243951,-0.0239,0.0435,185,-0.0212,-0.075,1.4342,0.5813,0.4734
202007,98033,"kirkland, wa",,1624525,0.0573,0.1906,116,-0.0169,-0.0492,33,0.2222,-0.2903,72,-0.2174,0.125,0,,,44,0.1,0.1,95,-0.0306,0.0106,584.3050907,-0.0179,0.0719,2729.5,0.0072,0.0997,1747930,0.0057,0.105,211,-0.0231,-0.0231,0.819,-0.0115,0.0485
202007,34219,"parrish, fl",*,300040,0.0001,-0.1415,161,-0.125,,51,-0.3625,-0.2331,72,0,0.125,72,0.8,5,64,-0.2727,-0.1579,153,0.1007,0.5149,152.0715045,0.0043,-0.0048,2122,-0.0061,-0.0824,356278,-0.0134,-0.1628,314,-0.0279,0.1418,0.9503,0.1949,0.3699
202007,10471,"bronx, ny",*,394550,-0.0607,,264,0.1379,0.2692,105.5,0.3613,,52,0.1818,0.4444,0,,,20,4,-0.375,53,-0.1017,0.0816,347.2212802,-0.0454,0.0432,987.5,-0.0125,0.0395,898081,-0.0679,-0.0695,317,0.0893,0.2335,0.2008,-0.0536,-0.0348
202007,76234,"decatur, tx",,350545,-0.0261,-0.1125,54,-0.0526,-0.3494,69,0.0781,0.38,28,0.4,0.4,0,,,16,-0.3333,-0.5556,54,-0.1,0.0385,153.0528168,0.0289,0.0036,2408.5,-0.0163,-0.0595,429201,-0.0185,-0.0136,108,-0.0769,-0.2,1,-0.0526,0.3735
202007,78574,"mission, tx",*,224550,0.0251,,72,-0.04,,69.5,0.0072,,12,-0.4,-0.5,0,,,12,0,-0.25,0,-1,,100.0677634,0.0126,0.0195,2020,0.0125,-0.0913,247485,0.0688,-0.0921,72,-0.0526,-0.3455,0,-0.0133,0
202007,74134,"tulsa, ok",*,295050,0.0369,0.0406,41,0.1081,-0.481,28,-0.2727,,40,0.25,-0.1667,0,,,12,-0.25,-0.4,69,0,0.1129,111.9817334,-0.0297,0.0535,2370,0.0736,-0.0455,313128,0.039,0.1029,110,0.0377,-0.2199,1.6829,-0.1819,0.8981
202007,12768,"parksville, ny",,280050,-0.0635,0.1715,23,0.2778,0.15,40.5,-0.4774,-0.5291,8,1,1,0,,,0,,,0,,,170.202952,-0.0084,0.0798,1647,-0.0594,-0.083,320709,0.1201,0.2919,23,0.2778,0.15,0,0,0
202007,94080,"south san francisco, ca",,1048050,-0.0412,0.0496,40,0.0256,0.0811,22.5,-0.1,-0.1964,44,0,-0.0833,4,,,20,4,,44,0.5714,0.0476,711.8646617,-0.0016,0.0195,1366.5,-0.0451,-0.0421,1048111,-0.0019,-0.0063,84,0.2537,0.0633,1.1,0.3821,-0.0351
202007,45732,"glouster, oh",,135050,0.098,0.3338,14,0.2727,-0.3913,39,-0.3036,-0.3554,0,-1,-1,0,,,0,,-1,2,-0.3333,-0.6,99.04227645,-0.0421,1.0118,1018,0.0049,-0.1608,138625,-0.0768,-0.0389,16,0.1429,-0.4286,0.1429,-0.1299,-0.0745
202007,4732,"ashland, me",,99950,-0.112,-0.0485,13,0.0833,-0.3158,69.5,-0.2147,-0.3822,0,-1,,0,,,0,,-1,1,0,,63.42857143,-0.0105,-0.0213,1760,-0.0271,0.1055,165362,-0.0212,0.5461,14,0.0769,-0.2632,0.0769,-0.0064,0.0769
202007,2535,"chilmark, ma",*,2500050,0,0.3333,15,-0.0625,,192,-0.1916,0.7534,0,,-1,0,,,0,,,1,,,1515.151515,-0.001,0.3062,2100,0,0.0606,3951108,0.0175,0.1791,16,0,-0.2381,0.0667,0.0667,0.0667
202007,6016,"broad brook, ct",,334950,0.0387,0.1618,32,-0.2558,-0.1351,56.5,-0.1172,-0.096,4,-0.75,0,0,,,16,0.3333,3,0,,,135.0536645,-0.028,-0.1005,2219,0.1029,0.2973,320723,0.0534,-0.0064,32,-0.2558,-0.1351,0,0,0
202007,43506,"bryan, oh",,129950,-0.0671,0.04,20,0,-0.3548,34,-0.1707,-0.3874,8,0,-0.3333,4,,,12,0,0.5,17,0.3077,0.0625,91.74539729,0,0.2098,1599,-0.0114,-0.0516,172726,-0.0854,0.2653,37,0.1212,-0.2128,0.85,0.2,0.3339
202007,89815,"spring creek, nv",*,345225,-0.0053,,35,-0.2045,,165,0.4163,,16,0.3333,-0.6,0,,,4,-0.5,-0.8,71,-0.0779,0.4792,160.6280193,0.0319,0.0865,2250,-0.0121,0.1842,357587,0.0258,0.1672,106,-0.124,-0.3457,2.0286,0.2786,1.6075
202007,33570,"ruskin, fl",,249500,0.0028,0.0619,116,-0.0645,-0.2215,63.5,-0.1753,-0.0863,56,-0.2632,0.5556,28,0.1667,2.5,36,0.8,0.125,154,0.1493,0.1493,128.5503282,-0.0019,0.0908,1865,-0.0101,-0.0605,282052,-0.0492,-0.0291,270,0.0465,-0.0459,1.3276,0.2469,0.4283
202007,95959,"nevada city, ca",*,667800,-0.0209,0.1224,141,-0.1076,,93,0,0.2828,20,-0.5833,-0.4444,0,,,24,0,-0.6667,90,0.3043,0.6981,280.6958079,-0.0057,0.0461,2431.5,-0.0082,0.0413,756316,-0.0067,0.0595,231,0.0176,-0.1348,0.6383,0.2016,0.3906
202007,11730,"east islip, ny",,569050,-0.0087,0.1113,43,0.2647,-0.3065,42,-0.4783,-0.1765,28,2.5,0.75,0,,,4,0,-0.6667,31,0,14.5,201.8884892,0.0258,,1577,0.0496,,805401,-0.0171,-0.1025,74,0.1385,0.1563,0.7209,-0.1908,0.6887
202007,85253,"paradise valley, az",,2695050,0.0375,0.0944,257,-0.0375,-0.1076,115.5,-0.017,-0.0833,56,0.0769,1,0,-1,,52,-0.1875,0.1818,86,-0.0337,0.2836,490.3993847,0.0023,0.0616,5696,0.0186,0.0207,3280871,0.0222,0.0978,343,-0.0365,-0.0338,0.3346,0.0013,0.102
202007,30096,"duluth, ga",,330245,-0.0142,0.0006,186,-0.0746,-0.2377,42,-0.0667,0.0909,112,-0.0345,-0.0667,20,-0.1667,,48,-0.1429,-0.2941,202,0.0576,0.1676,131.2964875,-0.0253,0.0285,2234,0,-0.0185,392334,0.0488,0.0389,388,-0.0102,-0.0695,1.086,0.1358,0.377
202007,4679,"southwest harbor, me",,775050,-0.0252,0.3025,28,0.037,-0.2,174.5,-0.3403,-0.0113,4,0,0,0,,,0,-1,-1,3,0,0.5,284.6975089,0,-0.023,2523,-0.0244,0.0908,1142095,-0.0478,0.2004,31,0.0333,-0.1622,0.1071,-0.004,0.05
